instance,text,category
1317,De eerst mogelijke afspraak maken,passive
1318,Erop staan dat hij over 2 weken terug moet komen en anders de arts die dit zij erbij halen en niet eerder weg gaan voor dat  het in orde is.,proactive
1319,De receptie vragen in overleg te gaan met de arts over een nieuwe afspraak,proactive
1320,De arts raadplegen,proactive
1321,zeggen dat hij over twee weken terug moest komen en dat ze maar even contakt met de arts moet hebben,proactive
1322,jan moet bij de receptie zeggen dat de arts hem vertelde dat hij een afspraak over 2 weken moest maken,passive
1323,Er op wijzen dat de arts hem gevraagd had hem over twee weken weer te zien. Aandringen op snellere afspraak,proactive
1324,Hij zou moeten zeggen wat de dokter zei en niet genoegen nemen met een wachttijd van een maand.,proactive
1325,Aangeven dat het advies van de arts over 2 weken was. Dus dat hij daar over 2 weken (of 3) een afspraak wil. Eventueel de arts zelf erbij roepen om na te gaan of het erg is om de controle over een maand te latgen plaatsvinden.,proactive
1326,Aandringen op een afspraak of een andere arts consulteren,proactive
1327,Bij de receptie vol houden dat hij van de arts over 14 dagen terug moet komen,proactive
1328,Over een maand terugkomen bij de arts. Er is geen andere optie of hij moet op zoek naar een nieuwe huisarts en dat kan nog langer duren.,passive
1329,Tja dan moet je maar een maand wachten,passive
1330,vragen of de receptioniste contact wil opnemen met de huisarts om te vragen of zijn afspraak een maand uitstel kan hebben.,proactive
1331,"Aandringen bij de receptie, zeggen dat door de arts toch ‚cht gezegd is dat er over twee weken een nieuwe consult gehouden moest worden, bij geen succes bellen met de arts.",somewhat
1332,reclameren en alsnog de arts weer te spreken vragen en uitleggen dat er tegen diens advies in gehandeld wordt.,proactive
1333,"Vriendelijk vragen of er toch niet een plekje over twee weken is, aangezien de arts heeft aangegeven dat hij over twee weken dient terug te komen.",passive
1334,Ligt eraan wat de aandoening is. Als het potentieel levensbedreigend is: de receptioniste vriendelijk verzoeken even de arts te bellen; als het niet potentieel levensbedreigend is gewoon geduld hebben.,passive
1335,Opnieuw overleggen met de arts,proactive
1336,"Op zijn strepen staan en eissen dat er een afspraak over twee weken komt, er is altijd wel plek voor een spoedgeval. Dus ook voor Jan, immers wil de arts hem zelf weer zien.",proactive
1337,naar een andere arts gaan (eventueel in ander ziekenhuis),destructive
1338,dit accepteren je moet weer op de  afgesproken tijd terug komen,passive
1339,uitleggen wat hij met de dokter heeft afgesproken.,passive
1340,volgende maand terug komen,passive
1341,dat de arts hem had gezegt dat hij over 2 weken moet terug komen,passive
1342,aangeven dat de afspraak was dat ik over 2 weken terug moest komen,passive
1343,een andere arts zoeken,destructive
1344,Met zijn arts overleggen met welke andere arts er dan over twee weken wel een afspraak gemaakt kan worden.,proactive
1345,Zeggen dat hij van de dokter over twee weken moet komen en evt de dokter zelf bellen,somewhat
1346,doen wat mogelijk is,passive
1347,Kwaad worden en dan eisen om een afspraak voor over 2 weken zoals hij had afgesproken met de arts.,proactive
1348,Stennis maken. een afspraak afdwingen.,proactive
1349,Indien mogelijk wachten om de arts te spreken en dit te melden en anders een notitie achterlaten en vragen of de arts contact op neemt.,proactive
1350,Uitleggen dat de arts hem over twee weken terug wil zien. De receptioniste zal in overleg met de arts moeten gaan om te kijken wat er geregeld kan worden.,proactive
1351,zeggen dat hij gewoon eerder wil en niet langer wachten,proactive
1352,jan moet voor zijn gezontijd duidelijk aangeven dat hij binnen 2 weken terug moest,proactive
1353,"Teruggaan naar de arts. Als de arts afspraken niet kan waarmaken, moet hij ze niet voorschrijven.",proactive
1354,Het probleem uitleggen aan de receptie en er voor zoregn dat diezelfde dag de conditie wordt opgenomen.,proactive
1355,Situatie uitleggen bij de receptie en dat de arts het wenselijk vond om hem over twee weken terug te zien. Willen ze niet luisteren dan dit met arts terugkoppelen wat nu te doen.,proactive
1356,De receptioniste ter plaatse contact op laten nemen met de betreffende arts en met hem de mogelijkheden bespreken.,proactive
1357,refereren aan de vraag van de arts: 2 weken!,passive
1358,Dat de arts geadviseerd heeft om over 2weken terug te komen,passive
1359,hier niet mee accoord gaan.,proactive
1360,Jan moet er op staan dat dr heeft gezegd over twee weken hem weer te willen zien en hij geen genoegen neemt om een maand te moeten wachten.,proactive
1361,Ondanks dat dit geen afspraken zijn en men bij een arts altijd op korte termijn geholpen moet worden zou ik hem adviseren om rustig te blijven en gewoon een afspraak maken.,passive
1362,zeggen dat de arts hem over 2 weken weer wil zien dus dat er een afspraak moet komen,proactive
1363,Als er verder geen spoed bij is over een maand terug komen. Anders erop staan dat de afspraak eerder  is omdat de arts dat gezegd heeft.,passive
1364,mee akoord gaan,passive
1365,Bij de receptie zeggen dat hij over 2 weken terug moet komen van de arts,passive
1366,Eerst terug naar de arts gaan om te vragen of dat een probleem zou zijn.,proactive
1367,Refereren aan het gesprek met de arts en zijn poot stijf houden,proactive
1368,De receptie er op wijzen dat de dokter mij met 2 weken terug wilde zien en anders de receptie contact met de dokter op te laten nemen of hij met met afspraak deze langere tijd accoord kan gaan.,proactive
1369,aangeven wat de arts gezegd heeft,passive
1370,Jan moet zeggen dat zijn arts hem over 2 weken wil terug zien .,passive
1371,Er op blijven staan met de afspraak van de arts.,proactive
1372,Jan moet tegen de mevrouw/meneer bij de receptie zeggen dat de arts tegen hem heeft gezegd dat hij na twee weken moest terugkomen. Jan moet daarom vragen of het eerder kan.,somewhat
1373,terug naar de arts,proactive
1374,aangeven bij de receptie dat hij over twee weken van de dokter terug moest komen. Dan bij de receptie vragen wat hij het beste kan doen.,passive
1375,Zeggen dat de arts aangaf binnen twee weken een afspraak te maken.,passive
1376,Jan moet duidelijk aangeven dat de desbetreffende arts hem met 2 weken weer wilde zien.,passive
1377,Jan moet zegen wat de arts gezegd heeft helpt dit niet kan hij ook nog contact met zijn zorgverzekering opnemen wellicht dat zij kunnen helpen en anders zit er niets anders op dan te wachten zo is het nu in de zorg geworden je moet je maar voegen bij wat ze doen,proactive
1378,Dan moet Jan terug gaan naar de arts en dan vragen of het geen bezwaar kan zijn om over een maand terug te komen.,proactive
1379,De extra tijd gebruiken om voor nog meer verbetering in zijn conditie te zorgen.,passive
1380,"Ik zou zelf mijn conditie in de gaten houden en als er niks aan de hand is na die maand terug komen, als je het idee hebt dat het niet goed zit gewoon langs gaan (dan kunnen ze niet om je heen).",passive
1381,Bij de receptie even duidelijk maken dat hij over 2 weken moest terugkomen,proactive
1382,"Dokter citeren, tussen receptie en dokter laten beslissen",proactive
1383,De receptionist vragen de arts even te contacteren.,proactive
1384,"Duidelijk maken dat dit op advies van de arts was. Als het toch pas over meer dan een maand kan, uberhaupt niet meer terugkomen",destructive
1385,Jan moet het persoon bij het afspraakbalie erop wijzen dat het belangrijk is dat hij eerder kan komen omdat de arts dit heeft gezegt.,passive
1386,vast houden aan twee weken zoals de dokter voostelde,proactive
1387,"Er op staan dat een afspraak eerder dan een maand gemaakt kan worden, dat wass immers de afspraak met de arts.",proactive
1388,"boos worden ,en erop staan dat de afspraak eerder kan.",proactive
1389,Aan de receptie melden dat hij over twee weken een controle moet hebben en indien niet mogelijk moet hij contact opnemen met de betreffende arts om zich ervan te verzekeren dat een latere afspraak geen problemen oplevert.,proactive
1390,Ik zou erop staan om de afspraak met de arts betreffende de controle naar 2 weken doorgang te laten vinden.Dus voet bij stuk houden.,proactive
1391,naar de andere arts gaan.,destructive
1392,Aangeven dat de arts niet voor niets gevraagd zal hebben om binnen 2 weken een afspraak te maken. Zorg om gezondheid en de vraag of je dan wat hebt kan geestelijke beschadeging veroorzaken. Desnoods stampei maken.,proactive
1394,De arts die hem had voorgesteld over 2 weken te komen erbij halen en hem laten bepalen wat noodzakelijk is,proactive
1395,Weer overleggen met de arts en aangeven dat het pas over een maand en of dat ook ok is en anders naar een andere arts gaan.,proactive
1396,Er op staan om toch over twee weken terug te komen.,proactive
1397,Bij de receptie duidelijk aangeven dat de arts een periode van 2 weken gebood. Desnoods de arts er weer bij halen.,proactive
1398,Aangeven dat de arts aangaf dat hij hem graag over twee weken terug wil terugzien.,passive
1399,melding maken over de afspraak met arts,passive
1400,Er tegen in gaan en op een nette manier zodat er duidelijk wordt gemaakt dat Jan niet nog een maand kan wachten vanwege zijn gezondheid.,proactive
1401,Hiermee niet accoord gaan en vragen om een afspraak met andere arts,proactive
1402,een andere dokter zoeken? Dat zal wel niet kunnen. Dus krijgt hij een afspraak over 5 weken.,destructive
1403,"Aangeven dat de arts over twee weken heeft gezegd. Als die mogelijkheid er echt niet is, dan zou hij moeten overleggen met de arts of een maand acceptabel is in zijn situatie.",proactive
1404,Afspraak maken over een maand en dubbel zo sterk terug komen,passive
1405,Afhankelijk hoe zijn gezondheidssituatie is op je strepen staan of niet.,passive
1406,escaleren naar de arts,proactive
1407,Er op staan dat hij over 2 wk terug kan komen,proactive
1408,Contact opnemen met de arts en een oplossing bedenken.,somewhat
1409,Contact opnemen met z'n behandelend arts,somewhat
1410,"aangeven dat het voor hem belangrijk is over twee weken te komen, maar je bent afhankelijk van de instanties en deze zijn vaak niet mee werkend weet ik inmiddels uit eigen ervaring",passive
1411,Teruggaan naar de arts om te overleggen over een oplossing,proactive
1412,De receptionist zeggen dat dit niet conform de afspraak met de arts is.,passive
1413,Kenbaar maken aan de receptie dat de arts adviseerde om over 2 weken terug te komen.,passive
1414,"Jan zou aan de receptie moeten zeggen dat de arts toch echt tegen hem gezegd had over twee weken terug te komen. Dus hij wil die afspraak toch echt over 2 weken, anders moeten ze maar kijken of ze nog ergens een gaatje open hebben.",proactive
1415,Duidelijk maken dat de arts een eerder bezoek noodzakelijk acht en dat u dat ook vindt.Nog maar eens opnieuw goed  laten kijken in het afsprakenboek  en ervoor zorgen dat u uw zin krijgt. Met altijd een vriendelijk woord,proactive
1416,Aangeven dat de dokter 14 dagen heeft aangegeven,passive
1417,Nog een keer bellen en zeggen dat de arts hem echt binnen twee weken wilde zien.,somewhat
1418,Aandringen om toch een tussen afspraak te maken. Of de dokter vragen of uitstel verantwoord is.,proactive
1419,Geen,destructive
1420,Vragen of hij bij een collega arts terecht kan,proactive
1421,Erop aandringen eerder een afspraak te maken en zoniet een andere arts raadplegen.,proactive
1422,"de receptie zeggen, dat de arts duidelijk aangeeft die twee weken aan te houden - met kracht daar aan vasthouden",proactive
1423,"eerst uitleggen dat op advies van de arts een afspraak maken binnen 2 weken  helpt dat niet , dan zich wenden tot de arts zodat hij opdracht kan geven  voor het inplannen van een afspraak binnen 2 weken",proactive
1424,"Belletje naar de arts bij het eerstvolgende telefonisch spreekuur. Arts kent z'n eigen agenda niet - zijn probleem, mag 'ie zelf oplossen.",somewhat
1425,terugkoppelen met de arts of dit een probleem is,proactive
1426,Persoonlijk de arts spreken.,proactive
1427,"toch aangeven dat de arts Jan over twee weken wil zien. Indien niet mogelijk dan toch de afspraak voor over een maand met de bemerking erbij, waarom niet eerder.",passive
1428,Aangeven dat hij over 2 weken terug moet komen en erop blijven aandringen tot er een oplossing is die beter is.,proactive
1429,receptioniste met arts contact op laten nemen,proactive
1430,"Ik zou er op staan toch een afspraak te maken,anders zou ik de arts dit laten weten.",proactive
1431,gewoon om de afspraak over 2 weken maken ze maken maar een afspraak ervoor dan maar tussendoor,proactive
1432,Vragen of het echt niet eerder kan. Als het niet eerder kan gewoon de afspraak aanvaarden.,passive
1433,een andere art raad plegen,destructive
1434,"Zich beroepen op wat de dokter heeft gezegd om over twee weken terug te komen, dit is volgens de dokter nodig dus moet die afspraak ook gemaakt worden.",proactive
1435,Hij moet de arts vragen om de afspraak voor hem in te plannen over 2 weken.,proactive
1436,Zeggen dat de arts hem heeft gevraagd een afspraak over twee weken te maken,passive
1437,Aangeven dat de arts Jan geadviseerd had dat hij binnen twee weken terug moest komen. Daarbij moet er een afspraak mogelijk zijn bij de receptie binnen de genoemde tijd.,passive
1438,wachten of kijken of er plaats is bij een colega arts,proactive
1439,hij moet wel zorgen dat  zijn afspraak op tijd gemaakt word,proactive
1440,"Jan zou de baliemedewerker moeten zeggen dat de arts hem heeft verzocht na 2 weken terug te komen, en niet na 4 weken.",passive
1441,Terug naar de arts en hem om advies vragen evt. via  de receptie,proactive
1442,"Ik zou Jan adviseren om bij de receptie aan te geven, dat de arts heeft gezegd dat hij over twee weken terug diende te komen.  Als de receptioniste moeilijk gaat doen, dan zal ik er op aan sturen (eerst vriendelijk, later dwingend) dat ze overleg heeft met de arts.",proactive
1443,Protesteren,proactive
1444,"Ik zou wel aangeven dat de arts had gezegd om voor over 2 weken een afspraak te maken, en dat de communicatie toch wat beter geregeld zou moeten worden. Zolang het verders niet ernstig is zou ik het er verder gewoon bij laten.",passive
1445,Een  andere arts nemen.,destructive
1446,Aangeven dat het op aanraden van de arts toch echt eerder moest. Anders andere arts vragen.,proactive
1447,De receptioniste bij de arts laten navragen of het ook een maand later kan,proactive
1448,Direct naar de desbetreffende arts vragen,proactive
1449,vragen of er bij een andere arts wel plaats is,proactive
1450,Duidelijk maken dat hij binnen twee weken terug moest komen op aan raden van de dokter,proactive
1451,"Advies is of er een mogelijkheid bestaat toch niet in twee weken afspraak te maken, desnoods bij collega. Of om telefonische afspraak in te plannen.    Jan zijn leeftijd is onbekend, Jan zijn gezondheidstoestand en voorgeschiedenis is onbekend. Als het puur om conditie gaat dan kan een afspraak over een maand ook volstaan en bij toename klachten (als die er zijn) eerder retour, desnoods bij een collega huisarts",proactive
1452,Aandringen op een afspraak over twee weken ivm het doktersadvies. Desnoods bij een andere arts.,proactive
1453,Refereren aan het verzoek van de arts. Die ham hem tenslotte gevraagd over twee weken terug te komen,passive
1454,Vragen of een andere arts deze controle kan doen.,destructive
1455,zeggen dat de arts hem over 2 weken wilde zien en er dus over 2 wk een afspraak moet komen. Hij kan het laten navragen bij de arts,proactive
1456,vragen of een periode van 4 weken ook toelaatbaar is voor zijn gezondheid,proactive
1457,Daar moet jan geen genoegen mee nemen en dat het belangrijk was dat hij over twee weken terug moet komen. Ander moet hij de arts er nog maar even bijhalen.,proactive
1458,Zeggen dat er op advies van de arts een afspraak gemaakt moet worden over twee weken.,passive
1459,De receptioniste overtuigen dat de arts echt een termijn van 2 weken nodig acht. Zonodig dient de receptioniste overleg te plegen met de arts.,proactive
1460,In eerste instantie rechtstreeks met de arts overleggen of een afspraak over een maand ook goed is.,proactive
1461,bij de receptie zeggen dat de arts hem over twee weken weer wil zien .,passive
1462,arts persoonlijk bellen voor afspraak na 2 weken en vragen om toelichting indien niet mogelijk/noodzakelijk akkoord gaan met latere afspraak.,proactive
1463,hij stondt er op om geholpen te worden,passive
1464,Duidelijk maken dat de termijn 2 weken en het niet acceptabel is dat dit meer dan een maand is. Dus ook blijven volhouden dat 2 weken het maximum is,proactive
1465,"Indien de afspraak voor Jan van groot belang is zou ik de receptie adviseren om in overleg met de betreffende arts even ruimte te maken tussen bestaande afspraken.  Wanneer hij zelf inschat, dat hij door gewoon door te gaan met het verbeteren van zijn conditie en het niet van essentieel belang is, dat hij dit 2 weken later overlegd met zijn arts zou ik hem adviseren om de latere afspraak te accepteren.",proactive
1466,gewoon afspraak maken,passive
1467,Vertellen dat de arts een afspraak wil maken over 2 weken en niet pas na een maand.,passive
1468,"Refereren aan het advies van de arts. Indien echt niet mogelijk, zelf na 2 weken stand bijhouden en na een maand meenemen.",passive
1469,geen nieuwe afspraak maken 2 weken is 2weken,proactive
1470,terug gaan naar de arts en het probleem voor leggen,proactive
1471,vertellen dat de dokter absoluut wilde dar de afspraak gemaakt wordt over 2 weken,passive
1472,zeggen dat de arts hem over twee weken wilde zien en dat er een afspraak gemaakt moet worden voor over twee weken.,proactive
1473,dat de dokter hem over twee weken wil zien en dat ze het met de dokter moet overleggen of het later kan.,proactive
1474,"Dat ze arts hem over 2 weken terug wilt zien, en dat hij dat ook graag wilt, dan moeten ze maar wat anders verzinnen",proactive
1475,weg gaan,destructive
1476,De receptie vragen contact op te nemen met de arts en vervolgens een nieuwe afspraak maken voor over twee weken.,proactive
1477,gewoon aan zijn conditie beginnen te werken.,passive
1478,Melden dat de arts hem over twee weken wil zien en aandringen op een afspraak over twee weken,proactive
1479,lekker in die maand aan zijn conditie werken,passive
1480,Doorgaan met conditie verbeteren en over maand teruggaan.,passive
1481,Aangeven dat de arts heeft gevraagd of Jan na 2 weken weer terug wil komen om te kijken of zijn conditie verbeterd was. Daardoor hoopt Jan te bereiken dat hij er tussen gepland kan worden.,somewhat
1482,Jan moet geen genoegen nemen me het voorstel van de receptie.,proactive
1483,De arts in kwestie daarover raadplegen.,proactive
1484,Duidelijk aangeven dat de arts hem  over 14 dagen terug wil zien.  Aandringen op een afspraak over 14 dagen.  Niet de deur auitgaan voordat er een afspraak over 14 dagen gemaakt is.,proactive
1485,"Indien zijn conditie/gezondheid ernstig is, dan moet hij erop aan dringen dat het een spoed geval betreft. Indien niet ernstig, dan het aanbod aannemen.",passive
1486,"geen genoegen moet nemen, en zeggen dat de arts heeft gezegd ove 14 dagen terug te komen, en dat er een afspraak binnen die tijd moet komen",proactive
1487,de arts heeft gezecht over twee weken.Dus laten merken dat eerder terug moet.,proactive
1488,andere arts,destructive
1489,wachten,passive
1490,Dat hij het advies heeft gekregen van de arts om over twee weken terug te komen.Endat hij dan ook een afspraak wil over twee weken. Zoniet dan contact opnemen met de arts,proactive
1491,"Wachten, of om een andere arts vragen",passive
1492,"JAN MOET AANDRINGEN op een afspraak over 2 weken, omdat de dokter heeft gezegd hem over 2 weken terug te willen zien.",proactive
1493,verkorten,passive
1494,De afspraak maken op het eerstvolgende moment dat mogelijk is en vragen of ze hem willen bellen als er eerder een plek vrij komt. Het is geen levensbedreigend iets dus ik zou me er niet druk om maken.,somewhat
1495,nou zeggen dat hij echt over twee weken terug moet komen van de dokter en als ze hem niet geloofd dat ze het maar aan de dokter moet vragen wat die er van van vindt,proactive
1496,Zeggen dat de arts zelf heeft gezegd dat hij over 2 weken terug moet komen en dan de assistente de arts laten bellen. Als dat niet helpt dan maar vragen naar een andere arts als die wel tijd heeft voor Jan.,proactive
1497,"VRAGEN AAN DE RECEPTIE OF ZE DE ARTS WILLEN BELLEN, OF DIT GOED IS.",proactive
1498,niks,passive
1499,niet accepteren en door blijven vragen tot hij een vroegere afspraak krijgt.,proactive
1500,aan geven dat de arts hem over 14 dagen terug wil zien voor controle,passive
1501,Anderen arts zoeken.,destructive
1502,Nogmaals aandringen op het maken van een afspraak.Vragen naar de arts. Als dit niet luit dan maar wachten tot over een maand,proactive
1503,Ik zou Jan adviseren om een eerdere afspraak te vragen en hier goed op aan te dringen bij de assistente.,proactive
1504,Aangeven dat hij op advies van zijn dokter over 2 weken een afspraak nodig heeft. Desnoods de doctor zelf betrekken bij het inplannen van de afspraak.,proactive
1505,Kijken of hij bij een andere arts terecht kan en volgende keer duidelijke afspraken maken over vervolgbezoek.,proactive
1506,Er op staan dat hij over 2 weken een afspraak krijgt.,proactive
1507,"Jan moet aandringen op een eerdere afspraak, want dat is de opdracht van de arts. Eventueel neemt hij genoegen met een afspraak na 3 weken, afhankelijk van zijn gezondheidsklachten.  Hij zou ook kunnen overwegen een afspraak te maken op een andere locatie, als de arts daar ook een spreekuur heeft.",proactive
1508,"jan zou duidelijk moeten maken dat hij heel graag een afspraak over twee weken wil, dit heeft de arts hem gevraagd",passive
1509,melden dat de arts zegt over 2 weken en de receptie het laten kort sluiten met de arts waar hij bij staat,proactive
1510,Vasthouden aan die 2 weken. Dit was het advies vd arts en niet vd receptie,proactive
1511,Over een maand komen.,passive
1512,"Gaat het om een huisarts? Of een specialist?    Je bent afhankelijk van een instantie wat het lastig maakt. De arts geeft aan je over 2 weken terug te willen zien, dan moet je erop staan dat die afpraak ook binnen een redelijke termijn van die 2 weken gemaakt kan worden. Duidelijk communiceren.",proactive
1513,"Aandringen op een afspraak over 2 weken, aangezien de arts dat aangegeven heeft.",proactive
1514,arts erbij halen,proactive
1515,verwijzen dat ik met de arts afgesproken heb om over twee weken een afspraak te maken,passive
1516,"Vertellen dat de arts hem over 2 weken weer wil zien, dat hij niet langer weg kan blijven. Wellicht wordt er dan in overleg met de arts toch een moment gevonden",proactive
1517,"Aangeven dat de arts zelf hem aangeraden heeft om niet later dan 2 weken later terug te komen. Erop staan dat er een plekje voor hem wordt gevonden, zo niet, contact opnemen met betreffende arts.",proactive
1518,Naar een andere ziekenhuid,destructive
1519,overleggen met de arts,proactive
1520,andere arts nemen,destructive
1521,aandringen op een afspraak over 14 dagen op dokters advies,proactive
1522,Jan kan bij de receptie duidelijk maken dat het de uitdrukkelijke wens van de arts was hem binnen twee weken weer te zien.,proactive
1523,"Jan moet de receptie vertellen dat de arts hem beslist over 2 weken terug wil zien, dus ze moeten hun best doen hem toch over twee weken ergens tussen te plannen, misschien als er iemand uitvalt, Jan bericht doen.",somewhat
1524,na een maand terug komen,passive
1526,Het is onduidelijk wat de klachten zijn van Jan. Hij moet zelf inschatten of dit langer dan twee weken kan wachten en eerst aangeven bij de receptie aangeven wat de arts gezegd heeft. .,passive
1527,andere  arstraadplegen,destructive
1528,Nadrukkelijk aangeven dat de arts 2 weken heeft gezegd,passive
1529,Jan zou vervolgens de receptioniste erop moeten wijzen dat de afspraak gemaakt werd met de arts om over twee weken terug te komen en niet over een maand.,passive
1530,aangeven dat de arts heeft gezegd dat het over twee weken moest.,passive
1531,Terug naar de arts en hem zelf verzoeken om de afspraak te noteren bij de receptie.,proactive
1532,"Terug gaan naar de arts, om dit aan hem te vertellen.En om dit op te lossen, natuurlijk.",proactive
1533,Proberen om toch eerder dan over 4 weken te kunnen komen.,passive
1534,"De receptionist uitleggen dat hij over 2 wkn terug moet komen en hem/haar vragen daarom eerder een afspraak mogelijk te maken of de afspraak bij een collega arts laten plannen. Ik vind dit een probleem van de receptie, niet van Jan.",proactive
1535,uitleggen dat de arts hem over 2 weken zou willen zien,passive
1536,"Bij de receptie vertellen dat hij met de arts had afgesproken binnen twee weken terug te komen en eisen dat er plaats wordt gemaakt. Mochten ze dit weigeren, een klacht indienen en een andere arts nemen",proactive
1537,"Niet akkoord gaan, en anders overleggen met de arts",proactive
1538,Voet bij stuk houden. De dokter zegt 2 weken dus dan moet er een afspraak komen voor over 2 weken.,proactive
1539,proberen of hij ergens tussendoor even lang kan komen,somewhat
1540,aangeven dat het zeer belangrijk is dat hij over twee weken komt en aansturen op een vroegere afspraak. Niet laten afschepen.,proactive
1541,Zeggen dat de arts hem over 2 weken wil zien,passive
1542,Het personeel bij de receptie uit leggen dat de arts hem over twee weken terug verwacht. Of zij met de arts willen overleggen wat de beste oplossing is.,proactive
1543,De arts en de receptie moeten beter met elkaar afstemmen,proactive
1544,overleggen met de arts,proactive
1545,"tegen de receptie zeggen dat de arts nadrukkelijk twee weken had gezegd, en dat hij dan echt een afspraak moet hebben",proactive
1546,De receptionist(e) melden dat de arts eenafspraak over 2 weken heeft toegezegd en dereceptionist(e) verzoeken hierover contact op te nemen met de arts en aan geven dat hij (jan) het resultaat van dit contact graag afwacht.,proactive
1547,aangeven dat de arts hem met 2 weken wil terugzien,passive
1548,contact opnemen met de dokter.,proactive
1549,beginnen met sporten,passive
1550,Jan zou aan moeten geven dat de arts zelf wil dat hij over 2 weken terug moet komen en niet over een maand.,passive
1551,Aan de receptie medewerker vragen om met de arts te overleggen,proactive
1552,er op staan dat er een afspraak wordt gemaak op de twee weken,proactive
1553,Jan zou toch moeten volharden om die afspraak binnen een maand te krijgen. Het kan niet zo zijn dat de agenda voor de komende maand voor een arts helemaal vol zit.,proactive
1554,er bij blijven dat er een afspraak komt over 2 weken. het is belangrijk dus ze moeten maar een plek voor hem vrij maken.,proactive
1556,"Jan, moet zeggen dat de arts heeft gezegd over 2 weken terug te moeten komen. De assistente kan dan in overleg naar een mogelijkheid zoeken.",proactive
1557,Proberen de afspraak toch over twee weken te maken.,proactive
1558,"Aandringen op een afspraak in twee weken, desnoods via een telefonisch consult.  Overigens wel afhankelijk van de aard van de klachten en het vermoeden welke ziekte er speelt of deze urgentie noodzakelijk is.",proactive
1559,De receptiemedewerker vragen om even contact op te nemen met de arts om in te laten schatten of langer dan twee weken wachten wel verantwoord is.,proactive
1560,De arts heeft mij gezecht over twee weken moet ik terug kommen dan ga ik terug naar de arts en zeg kan niet over twee weken over en maand pas duurt mij te lang kunt u even mee lopen naar de  receptie even over legen dat het niet erder kan,proactive
1561,"Laat het gaan, dan maar over 4 weken..",passive
1562,"het er niet mee eens zijn,en er op aan dringen dat hij na 2 weken terug moet komen",proactive
1563,er op staan toch een afspraak voor over 2 weken maken,proactive
1564,Dokter bellen,somewhat
1565,aangeven dat het belangrijk is om toch de afspraak door te zetten,passive
1566,"aan de receptie mededelen dat de arts over 14 dagen mij wilde zien, een  latere datum moet nu door de receptie  eerst iom.de desbetreffende arts worden besproken.............",proactive
1567,"als het urgent is dan aandringen op een afspraak of een andere arts raadplegen, zo niet dan wachten op zijn beurt",passive
1568,Bekijk het maar,passive
1569,Jan zou opheldering vragen over deza gang van zaken,passive
1570,Bij de receptie de arts er bij vragen.En erop staan dat de arts hem na twee weken onderzoekt.,proactive
1571,Laten navragen bij de arts (door de receptie) wat hij van het uitstel vindt,proactive
1573,Jan zou moeten vragen wat de reden van dit uitstel is omdat de arts had gezegd dat hij over twee weken most terug komen.,passive
1574,Voelde Jan zichzelf beter of slechter  dan 2 weken terug?Bij achteruitgang toch aandringen op consult.,passive
1575,er op wijzen dat hij van de arts een afspraak moet voor over 2 weken ipv over een maand,passive
1576,"Bij de receptie aangeven dat de arts zelf de termijn van 2 weken had aangegeven, en vragen of er toch niet een mogelijkheid is. Als dit niet lukt, vragen aan de arts zelf of hij kan inschatten of 4 weken ook akkoord is.",proactive
1577,Een andere arts zoeken,destructive
1578,over een maand maar komen,passive
1579,"Weer contact opnemen met de desbetreffende arts, en dat deze dan maar zorgt dat hij over 2 weken terecht kan. Het is tenslotte de eis van de arts zelf.",proactive
1580,zeggen dat de dokter heeft gezegd dat hij over 2 weken terug moet komen dus over 2 weken een afspraak wil,proactive
1581,Zeggen dat de arts erop stond dat hij over twee weken terug komt. ze kunnen nooit een maand van te voren alles vol  geboekt hebben,passive
1582,"Toch een afspraak maken voor over een maand.Maar dan wel afspreken als hij vind dat het niet gaat, hij dan even mag bellen voor advies. Dat hij dan eerder kan komen.",somewhat
1583,Toch proberen om een afspraak te maken voor geplande tijd.,proactive
1584,Jan zou er op moeten staan om toch over twee weken bij die dokter terug te komen. Want de arts heeft bij Jan het gevoel gegeven dat er iets met zijn gezondheid aan de hand is.,proactive
1585,Bij de receptie een afspraak afdwingen binnen de maand. Zich niet laten afschepen met een verlate afspraak.,proactive
1586,Vasthoudend zijn en nogmaals de noodzaak voor een afspraak op korte termijn onderstrepen,proactive
1587,een ander ziekenhuis bellen voor een afspraak,destructive
1588,vol blijven houden dat t over 2 weken moet!!,proactive
1589,protesteren,proactive
1590,Aanblijven dringen op een eerdere afspraak,proactive
1591,binnen twee een afspraak.,proactive
1592,Aandringen op de eerste afspraak.,proactive
1593,niets,passive
1594,Er op moeten aandringen dat hij wel degelijk nu een afspraak moet hebben want dat heeft de arts zelf besloten.,proactive
1595,Zeggen dat het volgens de arts over twee weken moest gebeuren.,passive
1596,Jan moet de vraag van de receptie even terugkoppelen aan de arts en met hem overleggen of hij toch over twee weken terecht kan of dat het eventueel over een week of  3 of 4 kan. De arts schat de situatie in. Receptie en Arts moeten op een lijn liggen in het belang van de patient.,proactive
1597,Eisen dat hij toch een afspraak over twee weken kan maken.,proactive
1598,"Duidelijk aan receptie zeggen, dat hij van DE ARTS over 2 weken terug moest komen",passive
1599,Toch aangeven dat de arts heeft aangegeven dat er binnen twee weken weer contact moest zijn. Dit dus ook niet accepteren zonder goedkeuring van de arts zodat deze ook kan beoordelen of iets langer ook mogelijk zou kunnen zijn. Zo ook de arts te mogelijkheid bieden om het op te lossen.,proactive
1600,de receptie te vragen contact te zoeken met de arts.,proactive
